Time,X,Y,W,Xd,Yd,Wd
1688251970.863508,-0.9160643219947815,0.9103180766105652,-2.1274835947538717,0.0,0.0,0.0
1688251970.8801603,-0.9160706400871277,0.9102855324745178,-2.1275173139312966,-0.0003794115541556303,-0.001954327439329945,-0.002024890554083325
1688251970.896889,-0.9160528779029846,0.9103217124938965,-2.1274638505163495,0.0010617829402123566,0.002162759210432552,0.003195921259410645
1688251970.9135752,-0.9160510897636414,0.9103215932846069,-2.127396990808869,0.0001071627587980625,-7.144183919870833e-06,0.004006886114920792
1688251970.9302013,-0.9160853028297424,0.910280168056488,-2.1275933613126816,-0.0020577902057790204,-0.002491575249157525,-0.011810964216306756
1688251970.9468317,-0.9160802960395813,0.910298228263855,-2.127660141199889,0.0003010623199002193,0.001085974796782934,-0.004015528336191902
1688251970.963532,-0.9160557389259338,0.9103226065635681,-2.127502144648903,0.0014704622676526855,0.0014597550181309426,0.00946071960980354
1688251970.9801667,-0.9160600304603577,0.9103158116340637,-2.127313441910591,-0.00025798684267102376,-0.0004084791675624543,0.011343920111697409
1688251970.996868,-0.9160811901092529,0.910292387008667,-2.1276394742342224,-0.001266952177016417,-0.0014025695931477516,-0.01952146579782019
1688251971.0135322,-0.9160680174827576,0.9103145599365234,-2.1275695562882717,0.000790471421417841,0.0013305672794906645,0.004195680955329101
1688251971.0301793,-0.9160919785499573,0.9102872610092163,-2.127674665135338,-0.0014393537945949042,-0.001639860790856881,-0.006313943223384552
1688251971.0468636,-0.9160658121109009,0.9103243947029114,-2.1275304609967027,0.0015683276411494877,0.002225667700310093,0.008643107153507757
1688251971.0635383,-0.9160591959953308,0.9103153347969055,-2.127430058065469,0.0003967743319178141,-0.0005433306166802499,0.00602125303601949
1688251971.0801802,-0.9160841703414917,0.9102888107299805,-2.1276368751529393,-0.0015006948324522572,-0.0015938167074970272,-0.012427525927219848
1688251971.096883,-0.9160596132278442,0.9103231430053711,-2.1274543386854576,0.0014702313830166863,0.002055469118003911,0.010928435926520706
1688251971.113616,-0.9160625338554382,0.9103189706802368,-2.1274856528657713,-0.0001745436929170882,-0.0002493481327386974,-0.0018714103379207855
1688251971.1302745,-0.9160581231117249,0.9103215932846069,-2.127439798638225,0.0002647736543057921,0.00015743298364128178,0.002752595068247742
1688251971.146903,-0.9160577654838562,0.9103285670280457,-2.127615278179803,2.1506918058642197e-05,0.00041938490214352283,-0.01055293631309873
1688251971.1635273,-0.9160464406013489,0.9103251099586487,-2.1274980044389618,0.0006812282186240624,-0.0002079538772641875,0.007054393854668767
1688251971.1801734,-0.9160577058792114,0.9103163480758667,-2.1275317366741615,-0.0006767498818373222,-0.0005263610192068062,-0.0020264290383317147
1688251971.1968374,-0.9160601496696472,0.9103187918663025,-2.1274117139653224,-0.0001466506424013506,0.0001466506424013506,0.007202502758103533
1688251971.2135432,-0.9160609841346741,0.9103100299835205,-2.127381446472382,-4.995076281950649e-05,-0.0005244830096048181,0.0018118007494049419
1688251971.2301688,-0.9160582423210144,0.9103153347969055,-2.1275010127791316,0.00016491474624639698,0.00031907418295498545,-0.007191680247020485
1688251971.246831,-0.9160860180854797,0.9102917313575745,-2.127548753244188,-0.0016670005437426666,-0.0014165927367426952,-0.0028652093916872574
1688251971.263506,-0.916051983833313,0.9103156328201294,-2.127526275310174,0.0020410351730054334,0.0014333714612525022,0.0013480024098815205
1688251971.2801948,-0.9160855412483215,0.910297155380249,-2.1276461355543557,-0.002010771736335324,-0.0011071744906997344,-0.007182066653518502
1688251971.296895,-0.9160628914833069,0.9103164076805115,-2.1275686506500535,0.0013562516060874282,0.001152813865174314,0.004639740228622959
1688251971.3136714,-0.9160573482513428,0.9103137254714966,-2.127485548362764,0.0003304199531016841,-0.0001598806224685568,0.004953545881999773
1688251971.330172,-0.916078507900238,0.9102770686149597,-2.1277215239196052,-0.0012823476715456083,-0.0022215318816916877,-0.014300932277026663
1688251971.3468332,-0.9160810708999634,0.9102937579154968,-2.1275982859822045,-0.00015383074325291205,0.0010016885607166367,0.007396716948452878
1688251971.363556,-0.9160603284835815,0.9103066921234131,-2.12750535729561,0.0012403763900769888,0.0007734530938123753,0.0055570453649430845
1688251971.3801825,-0.9160680770874023,0.9102856516838074,-2.127772284485808,-0.0004660366806716664,-0.0012654688329007556,-0.016054229197635668
1688251971.3968272,-0.9160717725753784,0.9102929830551147,-2.1276168336980126,-0.00022202168650537865,0.0004404623780671222,0.009339347414572803
1688251971.4135523,-0.9160818457603455,0.9102773666381836,-2.1276359679908965,-0.0006022808267997149,-0.0009337134711332858,-0.0011440490545998364
1688251971.4301631,-0.9160677790641785,0.9103087186813354,-2.1275417022214937,0.0008468372780640438,0.0018874424078885045,0.005674947878873781
1688251971.4468315,-0.9160606265068054,0.9103161692619324,-2.127550560888917,0.0004291108822519739,0.00044699050234580615,-0.000531467333328802
1688251971.4635556,-0.9160695672035217,0.9103251099586487,-2.1275462315593217,-0.0005345992643914122,0.0005345992643914122,0.0002588675681968868
1688251971.480208,-0.9160626530647278,0.9103209972381592,-2.1274283347548013,0.0004152050970005011,-0.00024697544562960844,0.007079891742958022
1688251971.4968698,-0.9160649180412292,0.9103209972381592,-2.127539839312674,-0.00013593761179079918,0.0,-0.0066921945067477465
1688251971.5135381,-0.9160605072975159,0.9103193283081055,-2.127596261155353,0.0002646183773887172,-0.00010012587252546058,-0.0033849748317205546
1688251971.5302012,-0.9160588979721069,0.9103266000747681,-2.1275181095883133,9.658034053512663e-05,0.0004364000572327944,0.0046901048825368
1688251971.5468695,-0.9160823225975037,0.9103012084960938,-2.1277180975405754,-0.0014053381393752146,-0.0015233436319945074,-0.011998087139898236
1688251971.5634983,-0.9160826802253723,0.9102994203567505,-2.127633709721686,-2.15066096980472e-05,-0.000107533048490236,0.005074816710897224
1688251971.5801606,-0.9160783290863037,0.9102911949157715,-2.1276236357182716,0.00026113583355988953,-0.0004936540415241748,0.0006045964602537973
1688251971.59684,-0.9160680174827576,0.910322368144989,-2.1275624719823796,0.0006182280797049658,0.0018689785299751279,0.00366704740139722
1688251971.6135461,-0.9160608649253845,0.9103174805641174,-2.1275566250809126,0.00042813717515091833,-0.0002925604030197942,0.00034998333419809075
1688251971.6301935,-0.9160706400871277,0.910304069519043,-2.127743620838425,-0.0005871906507791017,-0.0008055969294225481,-0.011232771736317452
1688251971.6468685,-0.9160645008087158,0.9103187322616577,-2.127456108710897,0.00036817271947383473,0.000879325135830712,0.01724211133168017
1688251971.6635106,-0.9160857796669006,0.9102963805198669,-2.127621683891079,-0.0012786166585484658,-0.0013430847253660353,-0.009949179687354596
1688251971.6801956,-0.9160866737365723,0.9102960228919983,-2.127639520920471,-5.358520762481781e-05,-2.1434083049927123e-05,-0.0010690452363139233
1688251971.6968327,-0.9160815477371216,0.9102937579154968,-2.1275857521172905,0.000308106791246901,-0.00013614021008583998,0.003231864064076421
1688251971.713546,-0.916074812412262,0.9103180170059204,-2.1275232123472803,0.00040298997161238785,0.001451477154391521,0.003741898225604101
1688251971.7301588,-0.9160581827163696,0.9103271961212158,-2.1274971547665196,0.0010010189583662223,0.000552533761965585,0.001568527321213944
1688251971.746829,-0.9160720109939575,0.9103047251701355,-2.127469033537492,-0.0008295194508009153,-0.0013479691075514873,0.0016869133780816957
1688251971.7635264,-0.9160572290420532,0.9103220701217651,-2.127550664822244,0.0008852842904874775,0.001038781163434903,-0.004888860041715364
1688251971.7801692,-0.9160605072975159,0.9103266000747681,-2.127478186083015,-0.00019697729389012248,0.0002721868061027147,0.004354958324806882
1688251971.7968776,-0.9160568118095398,0.9103285074234009,-2.127498796354737,0.000221175799086758,0.00011415525114155251,-0.0012335294680871902
1688251971.8135004,-0.9161025285720825,0.9102984666824341,-2.1277698283804622,-0.0027502474146957156,-0.0018072029947935342,-0.01630485376899058
1688251971.8301644,-0.9160582423210144,0.9103206396102905,-2.1275316812720906,0.0026575957879074025,0.0013305863164220105,0.01429108892368037
1688251971.8468206,-0.9160656332969666,0.9103189706802368,-2.1275133219272715,-0.0004437382802994518,-0.00010019896651923104,0.0011022555275771843
1688251971.8635054,-0.9160829186439514,0.910297155380249,-2.1276766698521263,-0.001035995484488647,-0.00130749774938912,-0.009790240988416195
1688251971.8801699,-0.9160819053649902,0.9102858901023865,-2.1276247431775626,6.080462401281905e-05,-0.0006760043493189882,0.0031160046187125737
1688251971.8968935,-0.9160552620887756,0.9103217720985413,-2.1273515873806215,0.0015931512317518249,0.002145586222627737,0.016333520354317073
1688251971.913599,-0.9160525798797607,0.9103254675865173,-2.127614369530906,0.00016055831477992808,0.00022121367814123422,-0.01573026522903339
1688251971.9302015,-0.9160587191581726,0.9103196263313293,-2.127462584246601,-0.0003697799988511689,-0.0003518295134700442,0.009142306064437371
1688251971.9469335,-0.9160633087158203,0.9103102087974548,-2.127499825898966,-0.00027429857934709815,-0.0005628464355433961,-0.0022257771054222933
1688251971.9634974,-0.9160705208778381,0.9102978110313416,-2.127677422684205,-0.00043541468750899615,-0.0007484814462964562,-0.010721923406088013
1688251971.9801922,-0.916075587272644,0.910298228263855,-2.127622819012435,-0.00030347171643602816,2.499178841237879e-05,0.0032707024680347163
1688251971.996827,-0.9160760045051575,0.9102935194969177,-2.127606247015049,-2.5082054148571757e-05,-0.0002830688968195955,0.0009962304528205218
1688251972.0135427,-0.9160755276679993,0.910281240940094,-2.127530607746594,2.8526194177803767e-05,-0.000734549500078447,0.0045250258338548986
1688251972.0302289,-0.9160557389259338,0.9103155136108398,-2.1275387986787333,0.0011859345306985583,0.0020539528769628647,-0.0004908805840406269
1688251972.0468616,-0.916081964969635,0.910288393497467,-2.127745518198448,-0.0015767670541691153,-0.0016305204764703353,-0.012428429230653331
1688251972.06356,-0.9160860180854797,0.9102957248687744,-2.1275686402247667,-0.0002427253776521317,0.00043904737428253235,0.010592535373999285
1688251972.080169,-0.9160640835762024,0.9103184938430786,-2.1275194717017123,0.0013206436702410175,0.0013708855490001865,0.0029603625011989034
1688251972.0968857,-0.9160605669021606,0.9103063344955444,-2.127543744484878,0.00021036868002567211,-0.0007273764529701206,-0.0014520064397455154
1688251972.1134903,-0.9160874485969543,0.9102897644042969,-2.1276209952070744,-0.0016189245459114078,-0.000997918012779094,-0.004652351397967226
1688251972.1302283,-0.9160708785057068,0.9102959036827087,-2.1276968659659192,0.0009899720813628854,0.0003667882171956014,-0.004532861764372477
1688251972.1469212,-0.9160822629928589,0.9102845191955566,-2.1276663310133155,-0.0006819967149896451,-0.0006819967149896451,0.0018292205076868736
1688251972.163563,-0.9160612225532532,0.9103160500526428,-2.1275050597715217,0.0012643085342616868,0.0018946719961032076,0.009690700914608342
1688251972.1802566,-0.9160626530647278,0.9103069305419922,-2.1275703290503305,-8.569225056414065e-05,-0.0005462880973463966,-0.00390984028656654
1688251972.1968524,-0.9160515666007996,0.9103192687034607,-2.127447737562727,0.0006680266636018849,0.000743449028847259,0.007386880341647331
1688251972.2135406,-0.9160699844360352,0.9102987051010132,-2.127594421841183,-0.0011036502607329095,-0.001232230873633831,-0.008789748637267407
1688251972.2301748,-0.9160588979721069,0.9103177785873413,-2.1273768497371837,0.0006664851151657613,0.001146641058349697,0.013079785378795466
1688251972.2468796,-0.9160708785057068,0.9102877378463745,-2.1276755563095855,-0.0007171911796189253,-0.001798330122029544,-0.017881483928513315
1688251972.2635431,-0.9160709381103516,0.9103028774261475,-2.1276438528079296,-3.576947290104733e-06,0.0009085446116866021,0.0019025657272575779
1688251972.280268,-0.91607266664505,0.910300076007843,-2.1276064247844944,-0.00010335143765413619,-0.0001675006058532552,0.002237872363203622
1688251972.296836,-0.9160791635513306,0.9102963209152222,-2.1276218191906984,-0.0003921371112805975,-0.0002266480551438316,-0.0009291680867901221
1688251972.3134944,-0.9160475730895996,0.9103126525878906,-2.1275091863634135,0.0018963518484063488,0.0009803781254025276,0.006761264587774634
1688251972.3301826,-0.9160549640655518,0.9103162288665771,-2.127482632255199,-0.0004428887777698407,0.00021430102150153582,0.0015911994042507418
