Time,X,Y,W,Xd,Yd,Wd
1688167129.699696,1.1418253183364868,-0.29065626859664917,1.3153912832611512,0.0,0.0,0.0
1688167129.716345,1.1417902708053589,-0.2906344532966614,1.315367920451079,-0.002105082270051983,0.001310306310950724,-0.0014032553985567247
1688167129.733033,1.1418216228485107,-0.290656715631485,1.3154044226808632,0.0018787324627825243,-0.001334042917964397,0.0021873510356958527
1688167129.7496727,1.1418317556381226,-0.29065629839897156,1.3153656974938144,0.0006089523154516277,2.507450710683173e-05,-0.0023272754318502094
1688167129.766337,1.141825556755066,-0.2906627655029297,1.3153962642936994,-0.0003719865512554546,-0.00038808212318477715,0.001834272137132272
1688167129.783048,1.1417938470840454,-0.29062849283218384,1.3153726654025335,-0.0018975332068311196,0.002050905251744161,-0.001412177363892683
1688167129.799724,1.141783595085144,-0.29063910245895386,1.3153770462823882,-0.0006147687468725427,-0.0006362141682750733,0.00026270272210906115
1688167129.8164227,1.1418298482894897,-0.2906588017940521,1.3153960762639711,0.0027698853495909423,-0.0011796998814945958,0.0011396154695732603
1688167129.8330183,1.14183509349823,-0.29065632820129395,1.3153377872122964,0.00031606016636257845,0.00014905110118235235,-0.0035123192005895895
1688167129.849692,1.1418336629867554,-0.2906593084335327,1.3153907476896378,-8.579395152641739e-05,-0.00017873739901336957,0.0031762685630207636
1688167129.8663433,1.1418218612670898,-0.29065269231796265,1.3154010499946638,-0.0007087628865979381,0.00039733676975945017,0.000618714192148217
1688167129.8830113,1.1418453454971313,-0.2906484305858612,1.3153513763393103,0.0014089342163608016,0.0002556822245426328,-0.002980166373584471
1688167129.8997107,1.1418300867080688,-0.29065966606140137,1.3154209328458808,-0.0009137374718026327,-0.0006728105993546729,0.0041652313431167565
1688167129.916369,1.1418004035949707,-0.29063302278518677,1.3153897681760138,-0.0017818806354658653,0.0015993988836410476,-0.0018708186558136805
1688167129.9330602,1.141825556755066,-0.2906569540500641,1.3153916835355564,0.0015069706319277797,-0.001433764712604274,0.0001147526024262141
1688167129.9497151,1.1418286561965942,-0.2906551659107208,1.315384675920319,0.00018609711406321575,0.00010736371965185525,-0.00042075224205180903
1688167129.9663475,1.141788363456726,-0.2906269431114197,1.3153651075425008,-0.00242255701609782,0.0016968650105359728,-0.001176527362797507
1688167129.9830172,1.1418111324310303,-0.29064691066741943,1.3154405329349212,0.0013658857518807747,-0.0011978317457593181,0.004524686420244456
1688167129.9996793,1.141823172569275,-0.29064881801605225,1.3153992824568046,0.0007226053859142031,-0.00011447214034284406,-0.002475703937363389
1688167130.0163429,1.1418203115463257,-0.2906535565853119,1.3154041923425224,-0.0001716934699250272,-0.00028436730956332625,0.0002946482187604241
1688167130.0330186,1.141818881034851,-0.2906498908996582,1.3154089231163024,-8.578413851278898e-05,0.00021982185493902177,0.0002836924837189146
1688167130.0496736,1.1418243646621704,-0.2906552255153656,1.3153828087671295,0.00032924874026568943,-0.0003203017636280348,-0.0015679615092934359
1688167130.0663803,1.1417914628982544,-0.29063189029693604,1.3153695697723513,-0.0019693747948567922,0.0013967576670044096,-0.0007924360132192485
1688167130.0831337,1.1418087482452393,-0.2906494736671448,1.3154517429958734,0.0010317494200856709,-0.0010495382031905961,0.004904858189410315
1688167130.0996747,1.1417920589447021,-0.29063236713409424,1.3153804859826277,-0.001008965378073741,0.0010341895125255845,-0.004307901289812541
1688167130.1163409,1.1418176889419556,-0.29065990447998047,1.3154126232704324,0.0015378452999155973,-0.001652289601304665,0.0019282942761892246
1688167130.133,1.1418286561965942,-0.290657639503479,1.3153903818466819,0.0006583372690452679,0.00013596095773760967,-0.0013350978575769183
1688167130.1497676,1.1418262720108032,-0.29065239429473877,1.315394160320869,-0.00014218885523752648,0.00031281548152255824,0.00022534188452560526
1688167130.1663418,1.1417922973632812,-0.2906343340873718,1.315377591642966,-0.0020498583080397603,0.0010896615216421882,-0.0009996701814418065
1688167130.1830058,1.1418241262435913,-0.2906538248062134,1.3153820323122483,0.0019100351961541763,-0.0011696282942741866,0.0002664823437403641
1688167130.1996992,1.1418266296386719,-0.29065829515457153,1.3153925270491247,0.00014996358027336218,-0.0002677921076310039,0.000628677562016641
1688167130.2163372,1.1418241262435913,-0.2906513810157776,1.3153969906906349,-0.00015046213369635308,0.0004155620835423085,0.0002682792783656844
