Time,X til,X_robot_solver,Y_robot_solver,X_solver_robot,Y_solver_robot,X_robot_obs,Y_robot_obs,X_obs_robot,Y_obs_robot,X_dot,Y_dot
1688490500.4072194,0.5543889070035799,,,,,,,,,0.0,0.0
1688490500.4405432,0.553533322186696,,,,,,,,,0.0,0.0
1688490500.4738758,0.5436650975560475,,,,,,,,,0.0,0.0
1688490500.5072074,0.538490781344394,,,,,,,,,0.0,0.0
1688490500.540565,0.5357033295692154,,,,,,,,,0.0,0.0
1688490500.573925,0.5263910404915221,,,,,,,,,0.0,0.0
1688490500.6072106,0.5241462819438792,,,,,,,,,0.0,0.0
1688490500.6405745,0.5246805765671949,,,,,,,,,0.0,0.0
1688490500.6739593,0.5156484565003253,,,,,,,,,0.0,0.0
1688490500.70721,0.5112504179508766,,,,,,,,,0.0,0.0
1688490500.7405438,0.5093320052956113,,,,,,,,,0.0,0.0
1688490500.7739308,0.5069342831329431,,,,,,,,,0.0,0.0
1688490500.8074,0.5000659079558949,,,,,,,,,0.0,0.0
1688490500.8405418,0.49559973598432844,,,,,,,,,0.0,0.0
1688490500.8738835,0.48667004445250767,,,,,,,,,0.0,0.0
1688490500.9072213,0.4848866832852707,,,,,,,,,0.0,0.0
1688490500.9405699,0.485530039700626,,,,,,,,,0.0,0.0
1688490500.9740033,0.47603734186878477,,,,,,,,,0.0,0.0
1688490501.0072134,0.4714968429848038,,,,,,,,,0.0,0.0
1688490501.040594,0.46880112826398185,,,,,,,,,0.0,0.0
1688490501.073957,0.4626338123015437,,,,,,,,,0.0,0.0
1688490501.10729,0.4580555457549121,,,,,,,,,0.0,0.0
1688490501.140615,0.45371970002982076,,,,,,,,,0.0,0.0
1688490501.1738803,0.44420368357304185,,,,,,,,,0.0,0.0
1688490501.2072115,0.4419878028370941,,,,,,,,,0.0,0.0
1688490501.2405849,0.4419860861451767,,,,,,,,,0.0,0.0
1688490501.2738836,0.43246987123852715,,,,,,,,,0.0,0.0
1688490501.307284,0.4278141313004487,,,,,,,,,0.0,0.0
1688490501.3406074,0.42545023801796383,,,,,,,,,0.0,0.0
1688490501.37387,0.4160043894874494,,,,,,,,,0.0,0.0
1688490501.4072804,0.41329151511771645,,,,,,,,,0.0,0.0
1688490501.4405563,0.4107258827571917,,,,,,,,,0.0,0.0
1688490501.4739876,0.4077264742598347,,,,,,,,,0.0,0.0
1688490501.5072174,0.40061435059339806,,,,,,,,,0.0,0.0
1688490501.5405538,0.3959797824962579,,,,,,,,,0.0,0.0
1688490501.5738728,0.3864758557622781,,,,,,,,,0.0,0.0
1688490501.607209,0.3843919477908262,,,,,,,,,0.0,0.0
1688490501.640586,0.3847368740151949,,,,,,,,,0.0,0.0
1688490501.6738765,0.37615141467463126,,,,,,,,,0.0,0.0
1688490501.7072148,0.372484561251453,,,,,,,,,0.0,0.0
1688490501.7406166,0.3711468415028809,,,,,,,,,0.0,0.0
1688490501.7739887,0.3696038504052804,,,,,,,,,0.0,0.0
1688490501.8071985,0.3644910290594002,,,,,,,,,0.0,0.0
1688490501.8405612,0.36081836388418115,,,,,,,,,0.0,0.0
1688490501.8739495,0.3521859021171409,,,,,,,,,0.0,0.0
1688490501.90742,0.35057758552937546,,,,,,,,,0.0,0.0
1688490501.9405527,0.3508870786900818,,,,,,,,,0.0,0.0
1688490501.973887,0.3426558838538756,,,,,,,,,0.0,0.0
1688490502.007227,0.33937869877383403,,,,,,,,,0.0,0.0
1688490502.040629,0.3381553315369608,,,,,,,,,0.0,0.0
1688490502.0738657,0.3304753942851741,,,,,,,,,0.0,0.0
1688490502.1072023,0.3293009518474555,,,,,,,,,0.0,0.0
1688490502.1405346,0.32712392703748455,,,,,,,,,0.0,0.0
1688490502.1740515,0.3251980456031152,,,,,,,,,0.0,0.0
1688490502.2073698,0.31954352823375004,,,,,,,,,0.0,0.0
1688490502.240631,0.3153545939696574,,,,,,,,,0.0,0.0
1688490502.273897,0.30784406474710874,,,,,,,,,0.0,0.0
1688490502.3072557,0.3064393037935217,,,,,,,,,0.0,0.0
1688490502.3405533,0.3062776514263565,,,,,,,,,0.0,0.0
1688490502.373886,0.29889489538584896,,,,,,,,,0.0,0.0
1688490502.4075654,0.2956944856372129,,,,,,,,,0.0,0.0
1688490502.440598,0.29409825689304697,,,,,,,,,0.0,0.0
1688490502.4738796,0.287242722115845,,,,,,,,,0.0,0.0
1688490502.5072165,0.28622754759739516,,,,,,,,,0.0,0.0
1688490502.54059,0.285526363737724,,,,,,,,,0.0,0.0
1688490502.5740013,0.2844589820681731,,,,,,,,,0.0,0.0
1688490502.607217,0.2801098132292819,,,,,,,,,0.0,0.0
1688490502.640546,0.2772471197769175,,,,,,,,,0.0,0.0
1688490502.6738834,0.27097714220479996,,,,,,,,,0.0,0.0
1688490502.7072086,0.27057452863464293,,,,,,,,,0.0,0.0
1688490502.7405705,0.2719537854398619,,,,,,,,,0.0,0.0
1688490502.7738833,0.26540747820271715,,,,,,,,,0.0,0.0
1688490502.8072183,0.26263087625228654,,,,,,,,,0.0,0.0
1688490502.8406274,0.26157336234256523,,,,,,,,,0.0,0.0
1688490502.8739252,0.25460894517570226,,,,,,,,,0.0,0.0
1688490502.9072142,0.2536218099737756,,,,,,,,,0.0,0.0
1688490502.9405472,0.2529681478684465,,,,,,,,,0.0,0.0
1688490502.9740825,0.2519792243818561,,,,,,,,,0.0,0.0
1688490503.0072942,0.24799641343737067,,,,,,,,,0.0,0.0
1688490503.040548,0.24531662694394613,,,,,,,,,0.0,0.0
1688490503.073879,0.23898684573375156,,,,,,,,,0.0,0.0
1688490503.1072154,0.23841317957677224,,,,,,,,,0.0,0.0
1688490503.1407251,0.2389525551812062,,,,,,,,,0.0,0.0
1688490503.173949,0.23263855821064872,,,,,,,,,0.0,0.0
1688490503.2073476,0.23027178602011125,,,,,,,,,0.0,0.0
1688490503.2405555,0.22908309644442099,,,,,,,,,0.0,0.0
1688490503.2739496,0.22300209262300047,,,,,,,,,0.0,0.0
1688490503.3072584,0.22213188616022359,,,,,,,,,0.0,0.0
1688490503.340578,0.22245870249236752,,,,,,,,,0.0,0.0
1688490503.3738775,0.21652682810476104,,,,,,,,,0.0,0.0
1688490503.4072216,0.21364538908419636,,,,,,,,,0.0,0.0
1688490503.440704,0.21253677143552555,,,,,,,,,0.0,0.0
1688490503.4739392,0.2064541404072328,,,,,,,,,0.0,0.0
1688490503.5072203,0.2056762127880536,,,,,,,,,0.0,0.0
1688490503.5405474,0.20615003640585,,,,,,,,,0.0,0.0
1688490503.5739238,0.2006480405723177,,,,,,,,,0.0,0.0
1688490503.6072047,0.19798215479379241,,,,,,,,,0.0,0.0
1688490503.6405985,0.19703083331026053,,,,,,,,,0.0,0.0
1688490503.673877,0.1915484436226957,,,,,,,,,0.0,0.0
1688490503.7072496,0.19055249435608987,,,,,,,,,0.0,0.0
1688490503.7405527,0.19127387751403757,,,,,,,,,0.0,0.0
1688490503.7738698,0.18613322128896828,,,,,,,,,0.0,0.0
1688490503.8072076,0.18387292897019356,,,,,,,,,0.0,0.0
1688490503.84061,0.18349489216754666,,,,,,,,,0.0,0.0
1688490503.8741753,0.1831029672522255,,,,,,,,,0.0,0.0
1688490503.907286,0.1799547556137599,,,,,,,,,0.0,0.0
1688490503.940548,0.17770376236014046,,,,,,,,,0.0,0.0
1688490503.9738874,0.17245380850934813,,,,,,,,,0.0,0.0
1688490504.007313,0.17194677311981924,,,,,,,,,0.0,0.0
1688490504.040719,0.17299599868537646,,,,,,,,,0.0,0.0
1688490504.0739272,0.16862541051357022,,,,,,,,,0.0,0.0
1688490504.1072671,0.16691284088119163,,,,,,,,,0.0,0.0
1688490504.1405585,0.16698581365742277,,,,,,,,,0.0,0.0
1688490504.1738842,0.16284740813185505,,,,,,,,,0.0,0.0
1688490504.2072833,0.16240588554828012,,,,,,,,,0.0,0.0
1688490504.2405422,0.16349311382095869,,,,,,,,,0.0,0.0
1688490504.2738814,0.15876300731616177,,,,,,,,,0.0,0.0
1688490504.3073292,0.15707636392776347,,,,,,,,,0.0,0.0
1688490504.3406131,0.15651837492613993,,,,,,,,,0.0,0.0
1688490504.3738878,0.15221130072138783,,,,,,,,,0.0,0.0
1688490504.4073915,0.15198034675405064,,,,,,,,,0.0,0.0
1688490504.4407556,0.15294573112222512,,,,,,,,,0.0,0.0
1688490504.4738805,0.1489294535239032,,,,,,,,,0.0,0.0
1688490504.5072207,0.14711037130519433,,,,,,,,,0.0,0.0
1688490504.540608,0.1468350730926364,,,,,,,,,0.0,0.0
1688490504.5741537,0.14700238566470777,,,,,,,,,0.0,0.0
1688490504.60722,0.1436872348519054,,,,,,,,,0.0,0.0
1688490504.640627,0.14249356781449196,,,,,,,,,0.0,0.0
1688490504.6738896,0.13833947621298176,,,,,,,,,0.0,0.0
1688490504.7072217,0.13833451967371818,,,,,,,,,0.0,0.0
1688490504.740558,0.13906273555327442,,,,,,,,,0.0,0.0
1688490504.7738874,0.13531089145926173,,,,,,,,,0.0,0.0
1688490504.8072135,0.13414171586693788,,,,,,,,,0.0,0.0
1688490504.840604,0.13388923829664748,,,,,,,,,0.0,0.0
1688490504.8739173,0.1335119114522726,,,,,,,,,0.0,0.0
1688490504.907268,0.13087509216174714,,,,,,,,,0.0,0.0
1688490504.9405956,0.12979089844371258,,,,,,,,,0.0,0.0
1688490504.9739735,0.12622861303685765,,,,,,,,,0.0,0.0
1688490505.0072167,0.1261418653069034,,,,,,,,,0.0,0.0
1688490505.0405421,0.12708307924331624,,,,,,,,,0.0,0.0
1688490505.0739398,0.12350587152963666,,,,,,,,,0.0,0.0
1688490505.1072197,0.12235899316147407,,,,,,,,,0.0,0.0
1688490505.1406157,0.12230401601527711,,,,,,,,,0.0,0.0
1688490505.1738791,0.11897445567561195,,,,,,,,,0.0,0.0
1688490505.2072053,0.1185800302396209,,,,,,,,,0.0,0.0
1688490505.2405498,0.11867444532895832,,,,,,,,,0.0,0.0
1688490505.2740355,0.11850119568547149,,,,,,,,,0.0,0.0
1688490505.3072205,0.11615503141129095,,,,,,,,,0.0,0.0
1688490505.3405492,0.1150341523318356,,,,,,,,,0.0,0.0
1688490505.3738859,0.11161344121515282,,,,,,,,,0.0,0.0
1688490505.407236,0.11141074000009119,,,,,,,,,0.0,0.0
1688490505.440577,0.11250794183902584,,,,,,,,,0.0,0.0
1688490505.4739523,0.1091678165656811,,,,,,,,,0.0,0.0
1688490505.5073967,0.10844100646148759,,,,,,,,,0.0,0.0
1688490505.5405946,0.1080111790031666,,,,,,,,,0.0,0.0
1688490505.5740657,0.10802109993862251,,,,,,,,,0.0,0.0
1688490505.607348,0.10589545103797915,,,,,,,,,0.0,0.0
1688490505.640534,0.10464126724688866,,,,,,,,,0.0,0.0
1688490505.6739357,0.1015188951996796,,,,,,,,,0.0,0.0
1688490505.7072182,0.10119676014752922,,,,,,,,,0.0,0.0
1688490505.7406154,0.10160959320449424,,,,,,,,,0.0,0.0
1688490505.7739446,0.09858536783613443,,,,,,,,,0.0,0.0
1688490505.8072731,0.09716531702249975,,,,,,,,,0.0,0.0
1688490505.8406725,0.09699450995706613,,,,,,,,,0.0,0.0
1688490505.8738892,0.09440857221335362,,,,,,,,,0.0,0.0
1688490505.9072165,0.09369939380115046,,,,,,,,,0.0,0.0
1688490505.9405644,0.09480070523794516,,,,,,,,,0.0,0.0
1688490505.9739335,0.09197959338821747,,,,,,,,,0.0,0.0
1688490506.0072174,0.09078110084113274,,,,,,,,,0.0,0.0
1688490506.0405545,0.09047086045662736,,,,,,,,,0.0,0.0
1688490506.0739887,0.08801057961549533,,,,,,,,,0.0,0.0
1688490506.1072996,0.08725283659504325,,,,,,,,,0.0,0.0
1688490506.1405385,0.08799756329360506,,,,,,,,,0.0,0.0
1688490506.1738834,0.08510965443195413,,,,,,,,,0.0,0.0
1688490506.2072277,0.08423316827411781,,,,,,,,,0.0,0.0
1688490506.240552,0.08387045175038764,,,,,,,,,0.0,0.0
1688490506.2739112,0.08147845776220636,,,,,,,,,0.0,0.0
1688490506.3072226,0.08108560875681385,,,,,,,,,0.0,0.0
1688490506.3405468,0.08157279674232508,,,,,,,,,0.0,0.0
1688490506.3739166,0.07936287649635337,,,,,,,,,0.0,0.0
1688490506.4075243,0.07820962011363473,,,,,,,,,0.0,0.0
1688490506.4405508,0.0784724762515076,,,,,,,,,0.0,0.0
1688490506.4739058,0.07622756900155912,,,,,,,,,0.0,0.0
1688490506.5072167,0.07617872127874341,,,,,,,,,0.0,0.0
1688490506.5405474,0.07674151580255391,,,,,,,,,0.0,0.0
1688490506.5738735,0.07429816242388607,,,,,,,,,0.0,0.0
1688490506.607212,0.07347728266152256,,,,,,,,,0.0,0.0
1688490506.6405556,0.07340007189147331,,,,,,,,,0.0,0.0
1688490506.6738849,0.07098382856379888,,,,,,,,,0.0,0.0
1688490506.7072117,0.0707556421663733,,,,,,,,,0.0,0.0
1688490506.7405653,0.07137990018544937,,,,,,,,,0.0,0.0
1688490506.7738872,0.06892474258023774,,,,,,,,,0.0,0.0
1688490506.8072126,0.0683386530634843,,,,,,,,,0.0,0.0
1688490506.8405528,0.0682788369124216,,,,,,,,,0.0,0.0
1688490506.873881,0.06614299793456621,,,,,,,,,0.0,0.0
1688490506.907213,0.06592632621282915,,,,,,,,,0.0,0.0
1688490506.9405894,0.06581348537225462,,,,,,,,,0.0,0.0
1688490506.9738653,0.06543090176651549,,,,,,,,,0.0,0.0
1688490507.0072176,0.06409861793933286,,,,,,,,,0.0,0.0
1688490507.0405483,0.06337852181318022,,,,,,,,,0.0,0.0
1688490507.0738688,0.06151795392753971,,,,,,,,,0.0,0.0
1688490507.1072202,0.061556675694350915,,,,,,,,,0.0,0.0
1688490507.14066,0.061450818937604214,,,,,,,,,0.0,0.0
1688490507.173961,0.059639807162688165,,,,,,,,,0.0,0.0
1688490507.207284,0.05878685922573318,,,,,,,,,0.0,0.0
1688490507.2405348,0.058722027205203066,,,,,,,,,0.0,0.0
1688490507.2739174,0.056777348653452867,,,,,,,,,0.0,0.0
1688490507.3072941,0.05684977188467847,,,,,,,,,0.0,0.0
1688490507.3408134,0.0568458004345215,,,,,,,,,0.0,0.0
1688490507.3738832,0.05510214913849042,,,,,,,,,0.0,0.0
1688490507.4072163,0.05432794388091422,,,,,,,,,0.0,0.0
1688490507.4406393,0.05386315945935536,,,,,,,,,0.0,0.0
1688490507.4740906,0.05354240134079884,,,,,,,,,0.0,0.0
1688490507.5074189,0.052444598165793214,,,,,,,,,0.0,0.0
1688490507.5405824,0.051785819659150606,,,,,,,,,0.0,0.0
1688490507.5738726,0.05054934589146462,,,,,,,,,0.0,0.0
1688490507.6072176,0.05035502018534487,,,,,,,,,0.0,0.0
1688490507.6405993,0.04971551639702519,,,,,,,,,0.0,0.0
1688490507.673897,0.049181034957071657,,,,,,,,,0.0,0.0
1688490507.7072191,0.048625470517855526,,,,,,,,,0.0,0.0
1688490507.740555,0.04791212412815237,,,,,,,,,0.0,0.0
1688490507.7739375,0.04678838531299446,,,,,,,,,0.0,0.0
1688490507.8072188,0.04651563224943802,,,,,,,,,0.0,0.0
1688490507.8405883,0.04568956845059017,,,,,,,,,0.0,0.0
1688490507.8740838,0.04551654125993836,,,,,,,,,0.0,0.0
1688490507.9072208,0.044455530329057594,,,,,,,,,0.0,0.0
1688490507.9405468,0.044156031066818015,,,,,,,,,0.0,0.0
1688490507.973877,0.04313793700132795,,,,,,,,,0.0,0.0
1688490508.0074928,0.04287102754213376,,,,,,,,,0.0,0.0
1688490508.0405407,0.04295725393777529,,,,,,,,,0.0,0.0
1688490508.0738845,0.04166918693057437,,,,,,,,,0.0,0.0
1688490508.1072164,0.041413923216765215,,,,,,,,,0.0,0.0
1688490508.1405492,0.040663552083508026,,,,,,,,,0.0,0.0
1688490508.1738713,0.039919002876591725,,,,,,,,,0.0,0.0
1688490508.207262,0.03945484006528239,,,,,,,,,0.0,0.0
1688490508.240761,0.03924930884742523,,,,,,,,,0.0,0.0
1688490508.274076,0.03823260049191202,,,,,,,,,0.0,0.0
1688490508.307357,0.03799811859643211,,,,,,,,,0.0,0.0
1688490508.3405492,0.0377394262480025,,,,,,,,,0.0,0.0
1688490508.3738847,0.0368798058555489,,,,,,,,,0.0,0.0
1688490508.4072177,0.036397271129756166,,,,,,,,,0.0,0.0
1688490508.4405427,0.03622782322645167,,,,,,,,,0.0,0.0
1688490508.4738746,0.035259478399373594,,,,,,,,,0.0,0.0
1688490508.5073109,0.03488258779996472,,,,,,,,,0.0,0.0
1688490508.5405421,0.034413447543684444,,,,,,,,,0.0,0.0
1688490508.5739043,0.03399495952668525,,,,,,,,,0.0,0.0
1688490508.60721,0.033345698318352726,,,,,,,,,0.0,0.0
1688490508.640548,0.033071315361889425,,,,,,,,,0.0,0.0
1688490508.673986,0.03237648823948172,,,,,,,,,0.0,0.0
1688490508.7072208,0.032019478568554506,,,,,,,,,0.0,0.0
1688490508.7405488,0.031226566183376,,,,,,,,,0.0,0.0
1688490508.7738752,0.030858706540845385,,,,,,,,,0.0,0.0
1688490508.8072054,0.029948559133580008,,,,,,,,,0.0,0.0
1688490508.840543,0.029743352238227216,,,,,,,,,0.0,0.0
1688490508.8738868,0.029092206683893517,,,,,,,,,0.0,0.0
1688490508.9072392,0.028641197547369487,,,,,,,,,0.0,0.0
1688490508.9405668,0.027815324668265466,,,,,,,,,0.0,0.0
1688490508.973887,0.02726769916797786,,,,,,,,,0.0,0.0
1688490509.0072184,0.02731943985852071,,,,,,,,,0.0,0.0
1688490509.0405731,0.02656151509259927,,,,,,,,,0.0,0.0
1688490509.0738766,0.02645341271455306,,,,,,,,,0.0,0.0
1688490509.1072097,0.02593602215464959,,,,,,,,,0.0,0.0
1688490509.1407096,0.025556260482525836,,,,,,,,,0.0,0.0
1688490509.1739688,0.025282453587009052,,,,,,,,,0.0,0.0
1688490509.2072217,0.024865507453392516,,,,,,,,,0.0,0.0
1688490509.2406027,0.024401158324935085,,,,,,,,,0.0,0.0
1688490509.2739534,0.024547025433193648,,,,,,,,,0.0,0.0
1688490509.3072152,0.023850118360239758,,,,,,,,,0.0,0.0
1688490509.3405457,0.02330900430438681,,,,,,,,,0.0,0.0
1688490509.3738809,0.022994796098558715,,,,,,,,,0.0,0.0
1688490509.4072607,0.02250158058041482,,,,,,,,,0.0,0.0
1688490509.4405916,0.02213477030774161,,,,,,,,,0.0,0.0
1688490509.474061,0.0213371274209485,,,,,,,,,0.0,0.0
1688490509.507277,0.020857682237070612,,,,,,,,,0.0,0.0
1688490509.5405586,0.020919116587369304,,,,,,,,,0.0,0.0
1688490509.573885,0.021542845689110215,,,,,,,,,0.0,0.0
1688490509.607221,0.020385976122108466,,,,,,,,,0.0,0.0
1688490509.64055,0.02026317213498521,,,,,,,,,0.0,0.0
1688490509.6738806,0.02067319318885432,,,,,,,,,0.0,0.0
1688490509.7072184,0.019564145014695545,,,,,,,,,0.0,0.0
1688490509.7405448,0.019186876525078226,,,,,-0.9754720703838162,0.6356160355937435,-0.47129004609328073,0.8631454925741165,0.02902665840569874,0.002667766779618
1688490509.773887,0.01895979328180043,,,,,-0.9754736417027278,0.6356244013161034,-0.4757411076889144,0.8612801928189386,0.029808026484829914,0.0027444783153202645
1688490509.807286,0.01841361623147709,,,,,-0.9754471624149095,0.6356136090210608,-0.4802216979113491,0.8591307338179022,0.03063002257078502,0.0028162475026239676
1688490509.840603,0.01795247178769103,,,,,-0.9754585914243935,0.6356267932440322,-0.48440836347147453,0.8566908824184838,0.03142202373149274,0.0028668897964792923
1688490509.8739202,0.018236780693449865,,,,,-0.9754730781424402,0.6356244721634404,-0.4889749902045536,0.8546981381491391,0.032311915323499765,0.002950460578271798
1688490509.907269,0.017094297306840325,,,,,-0.9754187615396691,0.6356608701495198,-0.49283482363327924,0.8526897409667367,0.033106663885357726,0.0030112676825427586
1688490509.94063,0.017057199374961304,,,,,-0.9754450318411636,0.6356853129105317,-0.4968864736018224,0.8504053656618716,0.033952987098500795,0.0030668359263065605
1688490509.9739478,0.01637362216491632,,,,,-0.9754116343348113,0.6356581878183206,-0.5000099382961881,0.8486052155614092,0.03463667375744085,0.0031129256409662084
1688490510.0072353,0.015818731675301918,,,,,-0.9754673158637028,0.6356415458954141,-0.5117650042746168,0.8647877767445297,0.037086472611377826,0.004475441657632668
1688490510.0405712,0.016436500385331055,,,,,-0.9754426518611334,0.6356724123098538,-0.5149051575432645,0.8632361530541894,0.037856579993521156,0.004567258451351882
1688490510.0739,0.015765306239853526,,,,,-0.97548410062717,0.6356581459441899,-0.5177514826673095,0.8615390217756227,0.03856112448761281,0.0046339622878206884
1688490510.1072388,0.016537359439245326,,,,,-0.975480074307218,0.6356404752311934,-0.5202680459584733,0.8605818638353593,0.03920068514522592,0.0047299939528310285
1688490510.140606,0.020792268527231962,,,,,-0.9754524597049258,0.6356160124529701,-0.5224795639125273,0.8591428805023085,0.0397895920488664,0.004781256433732676
1688490510.1739209,0.01928925703440277,,,,,-0.9754869101720776,0.635635824138653,-0.5242893989395552,0.8580978283848458,0.04026404747290686,0.004825972912871265
1688490510.2073371,0.021245166832484865,,,,,-0.9754886941586065,0.6356493024697816,-0.5261196400854448,0.8558962915252734,0.04077778681210986,0.004801137092778464
1688490510.2406328,0.02564581689532089,,,,,-0.9754835959358219,0.6356509924274979,-0.5276651908280963,0.8521514651977592,0.0412473606882246,0.004660868980857995
1688490510.2739162,0.02923062477203607,,,,,-0.9754795588802099,0.6356381113346711,-0.5299986963131665,0.8484929221967168,0.04193606482780558,0.00457457687686873
1688490510.3072355,0.02848762827411631,,,,,-0.9754745796651012,0.6356500190410044,-0.5325793209081942,0.8457187168623502,0.042696498437065286,0.0045558896502688895
1688490510.3405886,0.029903724461299006,,,,,-0.9754797277698419,0.6356355751127509,-0.5353271381583757,0.8429420406643507,0.043519850687877754,0.004546907867922953
1688490510.3739045,0.02712536765571581,,,,,-0.9754731949410023,0.6356347560849331,-0.5380506414538526,0.8410619601940901,0.04434801050363427,0.004593508172985368
1688490510.4072962,0.031052318648356263,,,,,-0.9754751081688477,0.6356331550697949,-0.5406215837810603,0.8393721531529033,0.045145403263174524,0.0046430894685090315
1688490510.4407759,0.03761648856143165,,,,,-0.9754651823849596,0.6356098218865496,-0.5429277788998186,0.8371491393949481,0.045890151308186244,0.004642242611629537
1688490510.4738832,0.03530776068386301,,,,,-0.9754532127517054,0.6355893614014939,-0.5447105799110666,0.8339930533766184,0.04649763798225967,0.004543876984595352
1688490510.507217,0.03727012793085175,,,,,-0.975425739340469,0.6356340661513971,-0.546786332465611,0.831130923898609,0.047211124511079214,0.004479065391153314
1688490510.5405805,0.04156068016269992,,,,,-0.9755615049491404,0.6358845492389927,-0.5574766722079273,0.8454317833756724,0.05053452407089178,0.006362689657732327
1688490510.573866,0.046183219896083615,,,,,-0.9755061530499949,0.6359095844877544,-0.5593435857046634,0.8417447739316353,0.051299269986332705,0.0062069895345487
1688490510.6071985,0.045884300096938294,,,,,-0.9755830549172335,0.6358762950263757,-0.5615718890223955,0.8393250547240881,0.052131838125919094,0.0061863147881410785
1688490510.6405547,0.04792635621676831,,,,,-0.9755151156263601,0.635838669491039,-0.5637363109084488,0.8364607222120352,0.05302126797309471,0.006131887136403583
1688490510.6738658,0.045070316551786685,,,,,-0.9755111445490166,0.635826520773557,-0.5659291329324,0.8329985795258104,0.05392842389496596,0.006016324009602995
1688490510.7072535,0.04979822803126825,,,,,-0.9754995068686074,0.6358382284667307,-0.5678192259296091,0.8302422734919102,0.054723851227909896,0.005933807160439596
1688490510.7405548,0.057358349521031644,,,,,-0.9755091500560098,0.6358422423498775,-0.5695189055278351,0.8279581334765352,0.05543914015631082,0.005874346505880725
1688490510.7738874,0.05491557322824427,,,,,-0.9755052988441877,0.6358241982359546,-0.5711993367410388,0.8246238460858277,0.056182575022956524,0.005721036822088997
1688490510.8072429,0.05759122354911519,,,,,-0.9755026017049466,0.6358245733091518,-0.5726296561608704,0.8214915587620937,0.056828581213604644,0.0055624556385136135
1688490510.84059,0.06253897888292702,,,,,-0.9755155454066428,0.6358522796382696,-0.5742261404703128,0.8184107669370184,0.05754481022556882,0.0054180020793394386
1688490510.8738859,0.0674429250655038,,,,,-0.9755002755821625,0.6358326530675543,-0.5841547993914287,0.8323387853344626,0.0616063264476928,0.007799606316212699
1688490510.9072192,0.06742785109053279,,,,,-0.9755137375671292,0.6358369151594088,-0.5858170061204644,0.8286720065084272,0.062474439073169324,0.007569728090597504
